cluster_number,similarity_to_bench
5,0.2786885245901639
7,0.14754098360655737
8,0.13114754098360656
2,0.09836065573770492
3,0.08196721311475409
11,0.06557377049180328
0,0.06557377049180328
6,0.04918032786885246
10,0.03278688524590164
9,0.03278688524590164
4,0.01639344262295082
