cluster_number,similarity_to_bench
7,0.24630541871921183
5,0.22167487684729065
6,0.19704433497536947
1,0.15763546798029557
0,0.054187192118226604
3,0.04433497536945813
4,0.03940886699507389
2,0.024630541871921183
8,0.014778325123152709
