cluster_number,similarity_to_bench
3,0.24528301886792453
4,0.17452830188679244
2,0.11320754716981132
1,0.11320754716981132
0,0.08490566037735849
7,0.08018867924528301
6,0.08018867924528301
10,0.0660377358490566
8,0.02358490566037736
11,0.009433962264150943
9,0.009433962264150943
