cluster_number,similarity_to_bench
10,0.20618556701030927
13,0.16494845360824742
16,0.15463917525773196
14,0.08247422680412371
7,0.07216494845360824
12,0.061855670103092786
9,0.061855670103092786
0,0.05154639175257732
8,0.05154639175257732
11,0.030927835051546393
17,0.030927835051546393
6,0.010309278350515464
15,0.010309278350515464
3,0.010309278350515464
