cluster_number,similarity_to_bench
9,0.23809523809523808
6,0.22857142857142856
3,0.2
5,0.14285714285714285
7,0.12380952380952381
10,0.02857142857142857
1,0.01904761904761905
2,0.009523809523809525
0,0.009523809523809525
