cluster_number,similarity_to_bench
7,0.2511013215859031
6,0.21585903083700442
3,0.15418502202643172
12,0.12334801762114538
9,0.08370044052863436
11,0.06607929515418502
10,0.03524229074889868
5,0.02643171806167401
4,0.022026431718061675
2,0.013215859030837005
8,0.004405286343612335
1,0.004405286343612335
