cluster_number,similarity_to_bench
0,0.3584905660377358
8,0.330188679245283
1,0.11320754716981132
7,0.07547169811320754
5,0.03773584905660377
4,0.02830188679245283
3,0.02830188679245283
9,0.018867924528301886
6,0.009433962264150943
