cluster_number,similarity_to_bench
9,0.3684210526315789
14,0.21052631578947367
8,0.15789473684210525
0,0.05263157894736842
10,0.05263157894736842
4,0.05263157894736842
12,0.05263157894736842
13,0.05263157894736842
